"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2014-01-07",544.32,545.96,537.92,540.04,11328900,536.83
"2014-01-08",538.81,545.56,538.69,543.46,9233200,540.23
"2014-01-09",546.8,546.86,535.35,536.52,9969600,533.33
"2014-01-10",539.83,540.8,531.11,532.94,10892000,529.77
"2014-01-13",529.91,542.5,529.88,535.73,13517600,532.54
"2014-01-14",538.22,546.73,537.66,546.39,11877200,543.14
"2014-01-15",553.52,560.2,551.66,557.36,13987100,554.04
"2014-01-16",554.9,556.85,551.68,554.25,8188500,550.95
"2014-01-17",551.48,552.07,539.9,540.67,15240700,537.45
"2014-01-21",540.99,550.07,540.42,549.07,11733100,545.8
"2014-01-22",550.91,557.29,547.81,551.51,13570900,548.23
"2014-01-23",549.94,556.5,544.81,556.18,14401400,552.87
"2014-01-24",554,555.62,544.75,546.07,15334100,542.82
"2014-01-27",550.07,554.8,545.75,550.5,19817100,547.22
"2014-01-28",508.76,515,502.07,506.5,38054400,503.49
"2014-01-29",503.95,507.37,498.62,500.75,17957500,497.77
"2014-01-30",502.54,506.5,496.7,499.78,24232200,496.81
"2014-01-31",495.18,501.53,493.55,500.6,16599900,497.62
"2014-02-03",502.61,507.73,499.3,501.53,14338000,498.55
"2014-02-04",505.85,509.46,502.76,508.79,13452900,505.76
"2014-02-05",506.56,515.28,506.25,512.59,11726600,509.54
"2014-02-06",510.06,513.5,507.81,512.51,9205900,512.51
"2014-02-07",521.38,522.93,517.38,519.68,13224300,519.68
"2014-02-10",518.66,531.99,518,528.99,12341400,528.99
"2014-02-11",530.61,537.75,529.5,535.96,10080600,535.96
"2014-02-12",536.95,539.56,533.24,535.92,11003600,535.92
"2014-02-13",534.66,544.85,534.2,544.43,10978500,544.43
"2014-02-14",542.47,545.98,541.21,543.99,9747300,543.99
"2014-02-18",546,551.19,545.61,545.99,9294700,545.99
"2014-02-19",544.75,546.89,534.35,537.37,11206000,537.37
"2014-02-20",532.99,537,529,531.15,10923500,531.15
"2014-02-21",532.79,534.57,524.6,525.25,9956600,525.25
"2014-02-24",523.15,529.92,522.42,527.55,10318200,527.55
"2014-02-25",529.38,529.57,521,522.06,8284000,522.06
"2014-02-26",523.61,525,515.6,517.35,9864900,517.35
"2014-02-27",517.14,528.78,516.05,527.67,10781500,527.67
"2014-02-28",529.08,532.75,522.12,526.24,13284600,526.24
"2014-03-03",523.42,530.65,522.81,527.76,8527900,527.76
"2014-03-04",531,532.64,527.77,531.24,9255000,531.24
"2014-03-05",530.92,534.75,529.13,532.36,7145100,532.36
"2014-03-06",532.79,534.44,528.1,530.75,6624600,530.75
"2014-03-07",531.09,531.98,526.05,530.44,7883200,530.44
"2014-03-10",528.36,533.33,528.34,530.92,6378000,530.92
"2014-03-11",535.45,538.74,532.59,536.09,9972300,536.09
"2014-03-12",534.51,537.35,532,536.61,7118800,536.61
"2014-03-13",537.44,539.66,529.16,530.65,9191200,530.65
"2014-03-14",528.79,530.89,523,524.69,8453600,524.69
"2014-03-17",527.7,529.97,525.85,526.74,7113900,526.74
